# owtrad_routes.csv — OWTRAD Silk Road route network (edge list)
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_owtrad_silk_road.py
# Generated: 2026-04-27T04:51:52Z
# Source: Ciolek, T.M. (2004+). OWTRAD Project. www.ciolek.com/owtrad.html
# Datasets attempted: tmcXMEm1400, tmcTRm1200a, tmcTRm1200b, tmcTRm1300, tmcIRa0100, tmcIRa0500, tmcZCAm0200, tmcZCAm0600, tmcZCAm0800, tmcZCAm1000, tmcZCAm1000a, tmcTMm1100, tmcTJm0400a, tmcTJm0400b, tmcKGa0100a, tmcKGa0100b, tmcKGa0100c, tmcKGa0100e, tmcZMEm1300, tmcINm1550, tmcCNm1000, tmcCNm0620, tmcCNm0680a, tmcCNm0680b, tmcCNm0680c, tmcCNm1500, tmcCNm1700, tmcCNm1850, tmcCNm1920, tmcKHm1200, tmcKGa0100d
# Licence: Open Publication License v1.0
# N = 1946 edges
dataset,lon1,lat1,lon2,lat2,node1,node2,country1,country2
tmcKGa0100a,72.133331,40.266666,72.183334,39.549999,loc09-tmc040326,loc13-tmc040326,KG,KG
tmcKGa0100a,76.199997,42.466667,77.099998,42.666668,loc06-tmc040326,loc14-tmc040326,KG,KG
tmcKGa0100a,77.099998,42.666668,78.333336,42.750000,loc14-tmc040326,loc15-tmc040326,KG,KG
tmcKGa0100a,78.333336,42.750000,79.233330,42.833332,loc15-tmc040326,loc16-tmc040326,KG,KZ
tmcKGa0100a,79.233330,42.833332,79.266670,43.066666,loc16-tmc040326,loc17-tmc040326,KZ,KZ
tmcKGa0100a,78.333336,42.750000,78.400000,42.483000,loc15-tmc040326,loc18-tmc040326,KG,KG
tmcKGa0100a,78.400000,42.483000,77.998056,42.340833,loc18-tmc040326,loc19-tmc040326,KG,KG
tmcKGa0100a,77.998056,42.340833,78.116669,42.033333,loc19-tmc040326,loc20-tmc040326,KG,KG
tmcKGa0100a,78.116669,42.033333,78.103774,41.881890,loc20-tmc040326,loc21-tmc040326,KG,KG
tmcKGa0100a,78.116669,42.033333,78.471698,42.000000,loc20-tmc040326,loc22-tmc040326,KG,KG
tmcKGa0100a,78.103774,41.881890,78.083333,41.833333,loc21-tmc040326,loc23-tmc040326,KG,KG
tmcKGa0100a,78.083333,41.833333,78.166664,41.583332,loc23-tmc040326,loc24-tmc040326,KG,KG
tmcKGa0100a,78.166664,41.583332,78.285278,41.601667,loc24-tmc040326,loc25-tmc040326,KG,KG
tmcKGa0100a,78.471698,42.000000,78.716667,41.850000,loc22-tmc040326,loc26-tmc040326,KG,KG
tmcKGa0100a,78.716667,41.850000,78.716667,41.816666,loc26-tmc040326,loc27-tmc040326,KG,KG
tmcKGa0100a,78.716667,41.816666,78.285278,41.601667,loc27-tmc040326,loc25-tmc040326,KG,KG
tmcKGa0100a,78.285278,41.601667,78.433334,41.433334,loc25-tmc040326,loc28-tmc040326,KG,CN/KG
tmcKGa0100a,78.433334,41.433334,79.266670,41.166668,loc28-tmc040326,loc29-tmc040326,CN/KG,CN
tmcKGa0100b,80.250000,41.150002,79.266670,41.166668,loc01-tmc040328,loc02-tmc040328,CN,CN
tmcKGa0100b,79.266670,41.166668,78.864583,41.047244,loc02-tmc040328,loc03-tmc040328,CN,CN
tmcKGa0100b,78.864583,41.047244,78.433334,41.433334,loc03-tmc040328,Bedel Pass,CN,CN/KG
tmcKGa0100b,78.285278,41.601667,78.500000,41.833332,Yshtyk,Ishigart Pass,KG,KG
tmcKGa0100b,78.500000,41.833332,78.566666,41.883331,Ishigart Pass,Irtash River,KG,KG
tmcKGa0100b,78.566666,41.883331,79.085106,42.187500,Irtash River,Kuilu,KG,KG
tmcKGa0100b,79.085106,42.187500,79.468085,42.406250,Kuilu,loc04-tmc040328,KG,KG
tmcKGa0100b,79.468085,42.406250,79.233330,42.833332,loc04-tmc040328,Karkara,KG,KZ
tmcKGa0100b,78.285278,41.601667,77.902222,41.548333,Yshtyk,Kara-Say,KG,KG
tmcKGa0100b,77.902222,41.548333,77.699997,41.583332,Kara-Say,Taragai River,KG,KG
tmcKGa0100b,77.699997,41.583332,78.103774,41.881890,Taragai,loc05-tmc040328,KG,KG
tmcKGa0100b,78.116669,42.033333,77.616669,42.166668,Juuku Pass,Barskaun,KG,KG
tmcKGa0100b,77.616669,42.166668,77.998056,42.340833,Barskaun,Kyzyl-Suu,KG,KG
tmcKGa0100c,65.509171,44.852779,70.016670,44.833332,loc01-tmc040327,loc02-tmc040327,KZ,KZ
tmcKGa0100c,70.016670,44.833332,73.699997,43.599998,loc02-tmc040327,loc03-tmc040327,KZ,KZ
tmcKGa0100c,73.699997,43.599998,75.300003,42.866669,loc03-tmc040327,loc04-tmc040327,KZ,KG
tmcKGa0100c,76.616669,43.200001,76.949997,43.250000,loc05-tmc040327,loc06-tmc040327,KZ,KZ
tmcKGa0100c,76.949997,43.250000,78.251111,43.597222,loc06-tmc040327,loc07-tmc040327,KZ,KZ
tmcKGa0100c,78.251111,43.597222,78.680278,43.453889,loc07-tmc040327,loc08-tmc040327,KZ,KZ
tmcKGa0100c,78.680278,43.453889,79.470278,43.541667,loc08-tmc040327,loc09-tmc040327,KZ,KZ
tmcKGa0100c,79.470278,43.541667,79.800003,44.150002,loc09-tmc040327,loc10-tmc040327,KZ,KZ
tmcKGa0100c,79.800003,44.150002,80.016670,44.166668,loc10-tmc040327,loc11-tmc040327,KZ,CN
tmcKGa0100c,76.199997,42.466667,75.966667,41.433334,loc12-tmc040327,loc17-tmc040327,KG,KG
tmcKGa0100c,70.949997,40.500000,71.724722,40.471111,loc22-tmc040327,loc20-tmc040327,UZ,UZ
tmcKGa0100c,71.724722,40.471111,72.800003,40.533333,loc20-tmc040327,loc23-tmc040327,UZ,KG
tmcKGa0100c,73.250000,39.733334,73.633331,39.633331,loc25-tmc040327,Irkeshtam Pass,KG,KG
tmcKGa0100c,73.633331,39.633331,73.916664,39.683334,Irkeshtam Pass,loc34-tmc040327,KG,KG
tmcKGa0100c,73.300003,40.766666,73.633331,40.849998,loc26-tmc040327,loc27-tmc040327,KG,KG
tmcKGa0100c,73.633331,40.849998,73.699997,40.883331,loc27-tmc040327,loc28-tmc040327,KG,KG
tmcKGa0100c,73.699997,40.883331,74.250000,41.083332,loc28-tmc040327,loc29-tmc040327,KG,KG
tmcKGa0100c,74.250000,41.083332,74.900000,41.216667,loc29-tmc040327,loc30-tmc040327,KG,KG
tmcKGa0100c,74.900000,41.216667,75.966667,41.433334,loc30-tmc040327,Naryn,KG,KG
tmcKGa0100c,74.900000,41.216667,75.263100,40.888500,loc30-tmc040327,loc18-tmc040327,KG,KG
tmcKGa0100c,67.683334,36.683334,68.783333,37.833332,loc31-tmc040327,loc32-tmc040327,AF,TJ
tmcKGa0100c,68.783333,37.833332,68.773331,38.561111,loc32-tmc040327,loc33-tmc040327,TJ,TJ
tmcKGa0100c,70.379444,39.024167,72.183334,39.549999,loc35-tmc040327,loc36-tmc040327,TJ,KG
tmcKGa0100e,72.708056,42.915278,74.599998,42.900002,loc01-tmc040425,Bishkek,KZ,KG
tmcKGa0100e,74.599998,42.900002,75.083889,42.887778,Bishkek,loc02-tmc040425,KG,KG
tmcKGa0100e,75.083889,42.887778,75.750000,43.133331,loc02-tmc040425,loc03-tmc040425,KG,KZ
tmcKGa0100e,75.750000,43.133331,76.413043,43.206349,loc03-tmc040425,loc04-tmc040425,KZ,KZ
tmcKGa0100e,75.083889,42.887778,75.300003,42.866669,loc02-tmc040425,loc05-tmc040425,KG,KG
tmcKGa0100e,77.099998,42.666668,77.666664,42.750000,loc09-tmc040425,loc10-tmc040425,KG,KG
tmcKGa0100e,77.666664,42.750000,78.333336,42.750000,loc10-tmc040425,loc11-tmc040425,KG,KG
tmcKGa0100e,78.333336,42.750000,78.699997,42.750000,loc11-tmc040425,loc12-tmc040425,KG,KG
tmcKGa0100e,78.699997,42.750000,79.000000,42.750000,loc12-tmc040425,loc13-tmc040425,KG,KG
tmcKGa0100e,79.000000,42.750000,79.233330,42.833332,loc13-tmc040425,loc14-tmc040425,KG,KZ
tmcKGa0100e,79.233330,42.833332,79.633331,42.916668,loc14-tmc040425,loc15-tmc040425,KZ,KZ
tmcKGa0100e,77.998056,42.340833,77.916664,42.333332,loc16-tmc040425,loc17-tmc040425,KG,KG
tmcKGa0100e,77.916664,42.333332,77.616669,42.166668,loc17-tmc040425,loc18-tmc040425,KG,KG
tmcKGa0100e,77.616669,42.166668,77.000000,42.116669,loc18-tmc040425,loc19-tmc040425,KG,KG
tmcKGa0100e,77.000000,42.116669,76.333336,42.333332,loc19-tmc040425,loc20-tmc040425,KG,KG
tmcKGa0100e,76.333336,42.333332,76.199997,42.466667,loc20-tmc040425,loc08-tmc040425,KG,KG
tmcKGa0100e,77.916664,42.333332,78.116669,42.033333,loc17-tmc040425,loc21-tmc040425,KG,KG
tmcKGa0100e,78.103774,41.881890,77.909797,41.780397,loc22-tmc040425,frk01-tmc040425,KG,KG
tmcKGa0100e,77.909797,41.780397,77.699997,41.583332,frk01-tmc040425,loc23-tmc040425,KG,KG
tmcKGa0100e,77.699997,41.583332,77.368421,41.515873,loc23-tmc040425,loc24-tmc040425,KG,KG
tmcKGa0100e,77.368421,41.515873,75.966667,41.433334,loc24-tmc040425,Naryn,KG,KG
tmcKGa0100e,75.966667,41.433334,75.500000,41.333332,Naryn,loc25-tmc040425,KG,KG
tmcKGa0100e,75.500000,41.333332,75.083336,41.416668,loc25-tmc040425,loc26-tmc040425,KG,KG
tmcKGa0100e,75.083336,41.416668,74.849998,41.400002,loc26-tmc040425,loc27-tmc040425,KG,KG
tmcKGa0100e,74.849998,41.400002,74.250000,41.083332,loc27-tmc040425,loc28-tmc040425,KG,KG
tmcKGa0100e,72.800003,40.533333,73.333336,40.250000,Osh,loc33-tmc040425,KG,KG
tmcKGa0100e,73.333336,40.250000,73.433333,40.316667,loc33-tmc040425,loc34-tmc040425,KG,KG
tmcKGa0100e,73.433333,40.316667,73.550003,40.016666,loc34-tmc040425,loc35-tmc040425,KG,KG
tmcKGa0100e,73.550003,40.016666,73.183334,39.783333,loc35-tmc040425,loc36-tmc040425,KG,KG
tmcKGa0100e,73.183334,39.783333,73.250000,39.733334,loc36-tmc040425,loc37-tmc040425,KG,KG
tmcKGa0100e,75.500000,41.333332,75.783333,41.166668,loc25-tmc040425,loc41-tmc040425,KG,KG
tmcKGa0100e,75.783333,41.166668,75.263100,40.888500,loc41-tmc040425,loc42-tmc040425,KG,KG
tmcKGa0100e,75.263100,40.888500,75.083336,40.583332,loc42-tmc040425,loc43-tmc040425,KG,KG
tmcKGa0100e,75.083336,40.583332,75.400002,40.533333,loc43-tmc040425,loc44-tmc040425,KG,KG/CN
tmcKGa0100e,75.400002,40.533333,75.550003,39.933334,loc44-tmc040425,loc45-tmc040425,KG/CN,CN
tmcKGa0100e,75.550003,39.933334,76.033000,39.483000,loc45-tmc040425,loc40-tmc040425,CN,CN
tmcKGa0100e,77.909797,41.780397,77.902222,41.548333,frk01-tmc040425,loc46-tmc040425,KG,KG
tmcKGa0100e,77.902222,41.548333,78.016670,40.833332,loc46-tmc040425,loc47-tmc040425,KG,CN
tmcKGa0100e,70.379444,39.024167,69.116669,38.599998,loc49-tmc040425,loc50-tmc040425,TJ,TJ
tmcKGa0100e,69.116669,38.599998,68.773331,38.561111,loc50-tmc040425,loc51-tmc040425,TJ,TJ
tmcZMEm1300,23.316668,42.683334,26.566668,41.666668,Sofia,Edirne,BG,TR
tmcZMEm1300,28.966667,41.016666,31.723000,42.164900,Istanbul,sealoc03-tmc050418,TR,TR
tmcZMEm1300,31.723000,42.164900,35.150002,42.016666,sealoc03-tmc050418,Sinop,TR,TR
tmcZMEm1300,35.150002,42.016666,37.343900,42.018900,Sinop,sealoc04-tmc050418,TR,TR
tmcZMEm1300,37.343900,42.018900,39.716667,41.000000,sealoc04-tmc050418,Trabzon,TR,TR
tmcZMEm1300,29.917000,40.783000,32.866669,39.933334,Izmit,Ankara,TR,TR
tmcZMEm1300,32.516666,37.866669,35.328900,37.016700,Konya,Adana,TR,TR
tmcZMEm1300,35.328900,37.016700,36.116669,36.233334,Adana,Antakya,TR,TR
tmcZMEm1300,32.866669,39.933334,37.033333,39.750000,Ankara,Sivas,TR,TR
tmcZMEm1300,37.033333,39.750000,36.116669,36.233334,Sivas,Antakya,TR,TR
tmcZMEm1300,37.033333,39.750000,41.283333,39.916668,Sivas,Erzurum,TR,TR
tmcZMEm1300,36.116669,36.233334,36.750000,35.133300,Antakya,Hama,TR,SY
tmcZMEm1300,36.750000,35.133300,36.299999,33.500000,Hama,Damascus,SY,SY
tmcZMEm1300,35.933000,31.950000,35.433334,30.333332,Amman,Petra,JO,JO
tmcZMEm1300,35.433334,30.333332,35.000000,29.517000,Petra,loc01-tmc050418,JO,JO
tmcZMEm1300,35.000000,29.517000,39.032200,22.798600,loc01-tmc050418,loc02-tmc050418,JO,SA
tmcZMEm1300,39.032200,22.798600,39.816666,21.450001,loc02-tmc050418,Mecca,SA,SA
tmcZMEm1300,39.032200,22.798600,39.614166,24.468611,loc02-tmc050418,Medina,SA,SA
tmcZMEm1300,39.816666,21.450001,39.200001,21.483334,Mecca,Jiddah,SA,SA
tmcZMEm1300,39.816666,21.450001,44.206700,15.354700,Mecca,San'a,SA,YE
tmcZMEm1300,44.206700,15.354700,44.882500,12.748333,San'a,Aden,YE,YE
tmcZMEm1300,44.882500,12.748333,43.250900,12.467900,Aden,sealoc06-tmc050418,YE,SD
tmcZMEm1300,43.250900,12.467900,38.810670,19.170480,sealoc06-tmc050418,sealoc05-tmc050418,YE,SD
tmcZMEm1300,38.810670,19.170480,39.200001,21.483334,sealoc05-tmc050418,Jiddah,SD,SA
tmcZMEm1300,38.810670,19.170480,36.650002,22.233334,sealoc05-tmc050418,Aydhab,SD,SD
tmcZMEm1300,39.200001,21.483334,36.650002,22.233334,Jiddah,Aydhab,SA,SD
tmcZMEm1300,36.650002,22.233334,32.550000,29.966700,Aydhab,Suez,SD,EG
tmcZMEm1300,32.550000,29.966700,31.250000,30.050000,Suez,Cairo,EG,EG
tmcZMEm1300,31.250000,30.050000,31.250000,30.050000,Cairo,Alexandria,EG,EG
tmcZMEm1300,31.250000,30.050000,25.695480,33.783350,Alexandria,sealoc01-tmc050418,EG,EG
tmcZMEm1300,25.695480,33.783350,30.606950,34.708300,sealoc01-tmc050418,sealoc02-tmc050418,EG,CY
tmcZMEm1300,30.606950,34.708300,36.116669,36.233334,sealoc02-tmc050418,Antakya,CY,TR
tmcZMEm1300,30.606950,34.708300,35.509724,33.871944,sealoc02-tmc050418,Beirut,CY,LB
tmcZMEm1300,36.299999,33.500000,42.366700,34.083300,Damascus,loc03-tmc050418,SY,IQ
tmcZMEm1300,42.366700,34.083300,39.016700,35.950000,loc03-tmc050418,Raqqa,IQ,SY
tmcZMEm1300,39.016700,35.950000,37.166668,36.200001,Raqqa,Aleppo,IQ,IQ
tmcZMEm1300,42.366700,34.083300,44.393890,33.338612,loc03-tmc050418,Baghdad,IQ,IQ
tmcZMEm1300,44.393890,33.338612,44.351400,31.992200,Baghdad,An Najaf,IQ,IQ
tmcZMEm1300,44.351400,31.992200,39.614166,24.468611,An Najaf,Medina,IQ,SA
tmcZMEm1300,39.816666,21.450001,43.979700,26.095600,Mecca,loc04-tmc050418,IQ,SA
tmcZMEm1300,43.979700,26.095600,46.772800,24.640800,loc04-tmc050418,Riyadh,SA,SA
tmcZMEm1300,43.979700,26.095600,47.819168,30.494167,loc04-tmc050418,Basra,SA,IQ
tmcZMEm1300,46.772800,24.640800,58.593300,23.613300,Riyadh,Muscat,SA,OM
tmcZMEm1300,58.593300,23.613300,60.765600,22.209100,Muscat,sealoc11-tmc050418,OM,OM
tmcZMEm1300,60.765600,22.209100,58.162600,17.951800,sealoc11-tmc050418,sealoc10-tmc050418,OM,OM
tmcZMEm1300,58.162600,17.951800,54.450000,17.033300,sealoc10-tmc050418,Dhufar,OM,OM
tmcZMEm1300,54.450000,17.033300,52.437800,14.849100,Dhufar,sealoc09-tmc050418,OM,YE
tmcZMEm1300,52.437800,14.849100,49.606900,14.760800,sealoc09-tmc050418,Ash Shihr,YE,YE
tmcZMEm1300,49.606900,14.760800,47.230080,12.531610,Ash Shihr,sealoc08-tmc050418,YE,YE
tmcZMEm1300,47.230080,12.531610,44.882500,12.748333,sealoc08-tmc050418,Aden,YE,YE
tmcZMEm1300,44.882500,12.748333,76.233300,9.966700,Aden,Cochin,YE,IN
tmcZMEm1300,54.450000,17.033300,51.204120,5.026790,Dhufar,sealoc07-tmc050418,OM,SO
tmcZMEm1300,58.593300,23.613300,56.980200,25.600400,Muscat,sealoc12-tmc050418,OM,IR
tmcZMEm1300,56.261944,27.218611,54.163100,25.889100,Bandar Abbas,sealoc13-tmc050418,IR,IR
tmcZMEm1300,54.163100,25.889100,52.361389,27.686111,sealoc13-tmc050418,Siraf,IR,IR
tmcZMEm1300,52.361389,27.686111,51.053600,27.765100,Siraf,sealoc14-tmc050418,IR,IR
tmcZMEm1300,51.053600,27.765100,50.838100,28.975000,sealoc14-tmc050418,Bushire,IR,IR
tmcZMEm1300,50.838100,28.975000,47.819168,30.494167,Bushire,Basra,IR,IQ
tmcZMEm1300,50.838100,28.975000,52.538612,29.615000,Bushire,Shiraz,IR,IR
tmcZMEm1300,52.538612,29.615000,51.672501,32.655277,Shiraz,Isfahan,IR,IR
tmcZMEm1300,51.672501,32.655277,51.447498,33.983612,Isfahan,Kashan,IR,IR
tmcZMEm1300,51.447498,33.983612,51.424400,35.671900,Kashan,Tehran,IR,IR
tmcZMEm1300,51.424400,35.671900,50.016945,36.262222,Tehran,Qazvin,IR,IR
tmcZMEm1300,50.016945,36.262222,49.698900,36.062500,Qazvin,loc05-tmc050418,IR,IR
tmcZMEm1300,49.698900,36.062500,48.583000,34.767000,loc05-tmc050418,Hamadan,IR,IR
tmcZMEm1300,47.067000,34.317000,44.393890,33.338612,Kermanshah,Baghdad,IR,IR
tmcZMEm1300,49.698900,36.062500,46.291943,38.080002,loc05-tmc050418,Tabriz,IR,IR
tmcZMEm1300,46.291943,38.080002,44.084200,39.546900,Tabriz,loc06-tmc050418,IR,TR
tmcZMEm1300,44.084200,39.546900,41.283333,39.916668,loc06-tmc050418,Erzurum,IR,TR
tmcZMEm1300,44.084200,39.546900,44.500000,40.183334,loc06-tmc050418,Yerevan,TR,AM
tmcZMEm1300,56.261944,27.218611,56.980200,25.600400,Bandar Abbas,sealoc12-tmc050418,IR,IR
tmcZMEm1300,56.980200,25.600400,57.772200,25.642200,sealoc12-tmc050418,Jask,IR,IR
tmcZMEm1300,57.772200,25.642200,62.288800,24.518100,Jask,sealoc15-tmc050418,IR,PK
tmcZMEm1300,62.288800,24.518100,67.050000,24.866700,sealoc15-tmc050418,Karachi,IR,PK
tmcZMEm1300,67.050000,24.866700,70.675700,20.116500,Karachi,sealoc16-tmc050418,IR,IN
tmcZMEm1300,70.675700,20.116500,72.650000,22.317000,sealoc16-tmc050418,Cambay,IR,IN
tmcZMEm1300,72.650000,22.317000,72.833336,21.166668,Cambay,Surat,IN,IN
tmcZMEm1300,72.833336,21.166668,72.825800,18.975000,Surat,Bombay,IN,IN
tmcZMEm1300,72.825800,18.975000,73.833300,15.483300,Bombay,Panjim,IN,IN
tmcZMEm1300,72.825800,18.975000,73.337500,12.107200,Bombay,sealoc17-tmc050418,IN,IN
tmcZMEm1300,73.337500,12.107200,77.724870,7.528400,sealoc17-tmc050418,sealoc18-tmc050418,IN,IN
tmcZMEm1300,77.724870,7.528400,80.323000,10.158900,sealoc18-tmc050418,sealoc19-tmc050418,IN,IN
tmcZMEm1300,80.323000,10.158900,80.283300,13.083300,sealoc19-tmc050418,Madras,IN,IN
tmcZMEm1300,80.283300,13.083300,84.018980,16.653070,Madras,sealoc20-tmc050418,IN,IN
tmcZMEm1300,73.833300,15.483300,74.883300,12.866700,Panjim,Mangalore,IN,IN
tmcZMEm1300,74.883300,12.866700,76.233300,9.966700,Mangalore,Cochin,IN,IN
tmcZMEm1300,84.018980,16.653070,85.833300,20.500000,sealoc20-tmc050418,Cuttack,IN,IN
tmcZMEm1300,54.349167,36.171112,58.817000,36.217000,Damghan,Neyshabur,IR,IR
tmcZMEm1300,59.598610,36.305000,56.922500,33.588300,Mashhad,Tabas,IR,IR
tmcZMEm1300,56.922500,33.588300,54.367500,31.897223,Tabas,Yazd,IR,IR
tmcZMEm1300,54.367500,31.897223,53.090600,32.861900,Yazd,Nayin,IR,IR
tmcZMEm1300,53.090600,32.861900,52.375000,33.372500,Nayin,Ardestan,IR,IR
tmcZMEm1300,52.375000,33.372500,51.447498,33.983612,Ardestan,Kashan,IR,IR
tmcZMEm1300,59.598610,36.305000,59.214400,32.873900,Mashhad,Birjand,IR,IR
tmcZMEm1300,59.214400,32.873900,60.872780,29.497778,Birjand,Zahedan,IR,IR
tmcZMEm1300,60.872780,29.497778,58.361942,29.107779,Zahedan,Bam,IR,IR
tmcZMEm1300,58.361942,29.107779,54.326400,29.198600,Bam,Neyriz,IR,IR
tmcZMEm1300,54.326400,29.198600,52.538612,29.615000,Neyriz,Shiraz,IR,IR
tmcZMEm1300,58.361942,29.107779,57.772200,25.642200,Bam,Jask,IR,IR
tmcZMEm1300,51.883331,47.116669,59.166668,42.316666,loc07-tmc050418,Kunya Urgench,KZ,TM
tmcZMEm1300,60.366669,41.400002,64.416664,39.799999,Khiva,Bukhara,UZ,UZ
tmcZMEm1300,66.950000,39.667000,69.300000,41.333000,Samarqand,Tashkent,UZ,UZ
tmcZMEm1300,69.300000,41.333000,61.666700,46.800000,Tashkent,loc08-tmc050418,UZ,KZ
tmcZMEm1300,69.300000,41.333000,70.949997,40.500000,Tashkent,Kokand,UZ,UZ
tmcZMEm1300,82.900002,41.716667,89.100000,42.917000,Kucha,Turfan,CN,CN
tmcZMEm1300,67.266670,37.233334,67.099998,36.700001,Termez,Mazar-i-Sharif,UZ,AF
tmcZMEm1300,67.099998,36.700001,69.183000,34.517000,Mazar-i-Sharif,Kabul,AF,AF
tmcZMEm1300,69.183000,34.517000,64.483300,34.350000,Kabul,Jam,AF,AF
tmcZMEm1300,64.483300,34.350000,62.200000,34.333000,Jam,Herat,AF,AF
tmcZMEm1300,62.200000,34.333000,60.621900,35.240800,Herat,Torbat-e Jam,AF,IR
tmcZMEm1300,60.621900,35.240800,59.598610,36.305000,Torbat-e Jam,Mashhad,AF,IR
tmcZMEm1300,60.872780,29.497778,65.717000,31.617000,Zahedan,Kandahar,IR,AF
tmcZMEm1300,65.717000,31.617000,68.416664,33.549999,Kandahar,Ghazni,AF,AF
tmcZMEm1300,68.416664,33.549999,69.183000,34.517000,Ghazni,Kabul,AF,AF
tmcZMEm1300,69.183000,34.517000,71.550003,34.016666,Kabul,Peshawar,AF,PK
tmcZMEm1300,71.550003,34.016666,74.312775,31.571388,Peshawar,Lahore,PK,PK
tmcZMEm1300,74.312775,31.571388,71.483330,30.183332,Lahore,Multan,PK,PK
tmcZMEm1300,71.483330,30.183332,65.717000,31.617000,Multan,Kandahar,PK,AF
tmcZMEm1300,71.483330,30.183332,77.217000,28.667000,Multan,Delhi,PK,IN
tmcZMEm1300,77.217000,28.667000,83.000000,25.333332,Delhi,Varanasi,IN,IN
tmcZMEm1300,83.000000,25.333332,84.033300,24.950000,Varanasi,Sasaram,IN,IN
tmcZMEm1300,84.033300,24.950000,88.369700,22.569700,Sasaram,Calcutta,IN,IN
tmcINm1550,78.016670,27.183332,72.667000,23.050000,Agra,Ahmadabad,IN,IN
tmcINm1550,78.016670,27.183332,81.849998,25.450001,Agra,Allahabad,IN,IN
tmcINm1550,78.016670,27.183332,77.300000,26.917000,Agra,Bayana,IN,IN
tmcINm1550,78.016670,27.183332,77.217000,28.667000,Agra,Delhi,IN,IN
tmcINm1550,78.016670,27.183332,77.900000,26.700000,Agra,Dholpur,IN,IN
tmcINm1550,78.016670,27.183332,77.700000,27.500000,Agra,Mathura,IN,IN
tmcINm1550,78.016670,27.183332,77.650000,27.100000,Agra,Sikri,IN,IN
tmcINm1550,72.667000,23.050000,72.650000,22.317000,Ahmadabad,Cambay,IN,IN
tmcINm1550,72.667000,23.050000,72.400000,23.600000,Ahmadabad,Mehsana,IN,IN
tmcINm1550,72.667000,23.050000,72.833000,21.167000,Ahmadabad,Surat,IN,IN
tmcINm1550,72.667000,23.050000,67.967000,24.733000,Ahmadabad,Tatta,IN,PK
tmcINm1550,72.667000,23.050000,73.783000,24.600000,Ahmadabad,Udaipur,IN,IN
tmcINm1550,74.800000,19.133000,75.800000,16.783000,Ahmadnagar,Bijapur,IN,IN
tmcINm1550,74.800000,19.133000,76.233000,21.300000,Ahmadnagar,Burhanpur,IN,IN
tmcINm1550,74.800000,19.133000,78.433000,17.367000,Ahmadnagar,Haidarabad,IN,IN
tmcINm1550,74.667000,26.483000,76.233000,21.300000,Ajmer,Burhanpur,IN,IN
tmcINm1550,74.667000,26.483000,75.833000,26.883000,Ajmer,Jaipur,IN,IN
tmcINm1550,74.667000,26.483000,75.400000,22.367000,Ajmer,Mandu,IN,IN
tmcINm1550,81.849998,25.450001,85.200000,25.617000,Allahabad,Patna,IN,IN
tmcINm1550,76.583000,27.533000,77.300000,26.917000,Alwar,Bayana,IN,IN
tmcINm1550,76.583000,27.533000,75.833000,26.883000,Alwar,Jaipur,IN,IN
tmcINm1550,76.817000,30.317000,76.900000,30.000000,Ambala,Shahabad,IN,IN
tmcINm1550,76.817000,30.317000,76.467000,30.650000,Ambala,Sirhind,IN,IN
tmcINm1550,76.266670,21.483334,76.233000,21.300000,Asirgarh,Burhanpur,IN,IN
tmcINm1550,76.266670,21.483334,76.983330,22.483334,Asirgarh,Handiya,IN,IN
tmcINm1550,72.250000,33.900002,71.550003,34.016666,Attock,Peshawar,PK,PK
tmcINm1550,72.250000,33.900002,73.583336,32.966667,Attock,Rohtas,PK,PK
tmcINm1550,75.367000,19.867000,76.233000,21.300000,Aurangabad,Burhanpur,IN,IN
tmcINm1550,86.933000,21.500000,87.817000,25.050000,Balasore,Rajmahal,IN,IN
tmcINm1550,77.300000,26.917000,75.833000,26.883000,Bayana,Jaipur,IN,IN
tmcINm1550,77.300000,26.917000,77.650000,27.100000,Bayana,Sikri,IN,IN
tmcINm1550,74.133000,32.983000,74.083000,32.567000,Bhimbar,Gujrat,PK,PK
tmcINm1550,74.133000,32.983000,73.733330,32.933334,Bhimbar,Jhelum,PK,PK
tmcINm1550,74.133000,32.983000,74.516670,33.633331,Bhimbar,Pir Panjal Pass,PK,PK
tmcINm1550,72.967000,21.700000,73.199997,22.299999,Broach,loc01-tmc001214,IN,IN
tmcINm1550,76.233000,21.300000,75.300003,21.250000,Burhanpur,Chopda,IN,IN
tmcINm1550,75.300003,21.250000,74.300000,21.367000,Chopda,Nandurbar,IN,IN
tmcINm1550,90.367000,23.717000,87.817000,25.050000,Dacca,Rajmahal,BD,IN
tmcINm1550,77.217000,28.667000,77.367000,27.867000,Delhi,Hodal,IN,IN
tmcINm1550,77.217000,28.667000,74.312775,31.571388,Delhi,Lahore,IN,PK
tmcINm1550,77.217000,28.667000,77.016670,28.983334,Delhi,Sonepat,IN,IN
tmcINm1550,77.217000,28.667000,71.050000,29.233000,Delhi,Uch,IN,PK
tmcINm1550,77.900000,26.700000,78.150000,26.200000,Dholpur,Gwalior,IN,IN
tmcINm1550,74.083000,32.567000,74.312775,31.571388,Gujrat,Lahore,PK,PK
tmcINm1550,78.150000,26.200000,77.900002,25.650000,Gwalior,Narwar,IN,IN
tmcINm1550,76.983330,22.483334,77.083000,23.200000,Handiya,Sehore,IN,IN
tmcINm1550,77.367000,27.867000,77.700000,27.500000,Hodal,Mathura,IN,IN
